start_page,user,ts,depth,duration,transmit,type
903201779,8733366,2008-02-12 20:30:50.057247,14,3081,663754558,4
788730692,64318400,2008-03-30 09:34:35.423298,49,6605,572065656,1
782182441,58727197,2014-08-27 13:39:59.080534,39,9164,836822974,2
945882344,82192157,2015-12-19 16:45:52.087181,3,357,772557871,3
17800840,54635828,2014-12-24 21:46:12.179420,29,2215,521016475,4
367727810,19405088,2013-08-02 18:21:48.427323,45,6632,444498146,4
495925941,40100308,2007-01-22 02:01:20.722446,10,3226,308529176,2
248922663,97819688,2011-02-21 23:27:30.538246,26,2010,391180724,1
639367198,89636211,2012-06-04 22:28:57.692057,19,9294,454269798,1
268593215,18130906,2014-03-08 19:27:42.810304,23,1267,72239355,3
594661417,3133601,2011-02-25 03:44:44.571074,9,9963,258539106,1
115390449,39260655,2013-09-25 20:57:26.474588,35,5686,30787802,4
231306233,7316406,2012-11-28 18:44:46.510289,23,2490,729864156,4
731452421,89346484,2006-01-30 13:36:20.906349,44,7957,589650247,4
632993776,99438791,2007-08-17 22:26:39.093083,40,3661,260903411,4
858591907,26683852,2014-09-27 03:57:17.765168,18,8553,13695851,1
47516994,30734213,2008-07-30 00:01:22.710955,39,1989,492882893,4
987273508,41464791,2007-05-17 04:12:07.352656,25,7187,247908947,1
752958594,85199625,2014-11-25 10:30:53.270606,15,2826,349860434,3
28859093,74803332,2013-12-01 16:20:03.469954,10,5609,159533642,2
643843753,64102514,2007-08-22 19:42:25.638066,30,130,703618469,2
560857758,9085930,2012-03-31 23:38:37.272892,7,1359,887383210,3
692897008,86299973,2015-09-28 21:16:00.783349,23,7250,992128910,1
61453764,62825600,2012-01-04 16:31:44.068265,6,4665,547912892,1
236657204,2274526,2013-04-05 00:23:18.899343,36,4000,778880731,1
259038330,80678267,2009-11-22 10:34:59.672129,4,150,588996931,4
719873568,26534598,2008-09-14 21:05:25.895688,24,7757,2014921,1
2184515,22219600,2005-01-16 11:20:50.376276,37,2684,404556763,4
416932864,97522798,2012-12-13 07:02:32.668780,40,7734,688542881,2
995423452,33363404,2011-06-04 09:01:41.347928,43,5952,632162630,3
64891044,25792908,2006-08-16 04:36:04.672523,41,8479,754344071,4
228097376,20799330,2015-09-20 01:16:46.325619,27,8679,252041822,2
171690558,2843325,2014-12-24 09:41:08.222569,47,6345,482490952,4
545057668,18819621,2015-06-04 04:10:52.737919,37,6864,61036093,4
530847032,68957153,2012-02-27 00:00:21.916090,23,9769,852982717,3
310658621,33636969,2009-02-04 02:17:51.874465,26,234,491269117,4
662380970,81159719,2014-01-26 22:38:14.700314,16,488,405268826,2
591332495,38042889,2015-02-08 14:27:34.440435,27,8396,985426175,1
599380672,29931834,2008-08-06 01:34:13.736191,3,2158,331543386,4
466371118,91631422,2006-02-09 19:28:21.757494,2,9324,726786301,4
746565644,24298858,2014-02-23 22:24:35.785558,27,8757,362121975,4
816996223,75661774,2013-03-08 02:05:06.830011,15,7405,150829454,2
344448768,24922241,2015-03-24 07:30:25.142802,2,8552,37610894,4
377035648,6110772,2014-07-11 18:59:17.667842,24,7383,970245226,3
60997397,1088631,2009-10-25 13:08:50.886891,9,1712,649599548,2
398857546,18300482,2005-12-10 03:34:17.539695,41,9469,508054438,4
960798278,8486035,2014-11-20 09:55:51.970933,23,4525,750191868,1
172425681,97582596,2008-11-13 16:14:02.118306,35,4400,636263180,2
478171964,28920649,2009-04-05 08:51:10.690342,4,2342,230418706,4
17749456,73067780,2010-08-26 11:18:18.377433,1,8124,345429148,1
37583006,42986407,2006-03-19 23:30:11.596027,38,5943,863905227,3
173449889,31854394,2015-02-18 14:38:01.583212,5,9888,532920222,1
481969377,14044758,2009-03-25 11:47:02.857527,15,9788,928154892,3
169762507,72085145,2010-09-26 19:02:32.508654,41,9591,781819877,1
615952654,59266558,2011-12-20 23:24:09.999759,33,9799,659073039,1
654798285,35747597,2015-04-25 21:45:22.304622,35,5844,713067543,3
437039940,17194889,2005-07-31 01:10:31.348708,34,7767,799212035,4
66186607,22407923,2014-09-10 23:36:12.205105,49,7948,860309512,1
558239346,27805434,2009-11-18 10:44:26.210823,16,3300,363605055,1
236411567,53229188,2013-07-10 02:22:59.262611,46,1892,116765108,1
839880460,42895438,2015-11-12 19:48:50.069281,6,321,653333027,3
902304254,4914753,2011-08-07 23:48:14.322479,44,8993,695889152,2
725139844,91898060,2008-03-01 05:47:49.257321,6,322,549407426,1
943367135,58893815,2009-03-16 07:34:19.883609,16,4417,875421136,3
882345011,7584481,2015-05-16 12:04:59.186433,3,728,589381275,3
546829877,70403334,2009-11-17 02:06:13.552424,31,3485,813302508,3
195838479,37754028,2010-02-11 01:25:00.654588,7,9146,446272236,3
629785451,21070649,2011-05-23 23:23:00.711785,8,7787,98747840,4
99920545,15615906,2011-03-10 12:43:11.443779,11,2727,308537515,3
4007690,76998868,2012-04-02 05:22:33.273216,4,7552,248432154,2
490781329,94574803,2008-12-29 09:32:31.800316,2,545,797798850,1
836683749,59052330,2005-12-09 04:00:27.666639,5,4739,961632178,1
534362342,15794272,2009-08-01 17:56:15.446992,43,7101,571816937,2
451502237,35912491,2007-03-16 11:10:45.141587,26,7462,777871935,3
561145550,32613202,2009-11-16 19:27:51.368449,29,1009,632393571,1
336633526,99787010,2015-12-19 23:11:29.172365,1,9137,52143269,3
330085835,97470178,2010-10-03 20:05:28.657294,9,9183,109470640,4
435470394,43655437,2010-02-18 14:48:25.924555,19,6980,987319608,3
471506054,88599229,2011-03-26 07:15:09.694257,27,1298,583415627,1
813995417,63263087,2008-08-28 07:56:52.079354,24,6182,778416849,3
289831942,19091579,2007-07-10 18:01:03.578449,38,9567,306150002,3
951174597,32861213,2013-02-27 04:50:38.335549,44,1305,400508666,4
455154021,98529516,2014-08-24 14:58:06.371359,20,7694,964678256,2
517003839,14111143,2012-03-23 00:31:28.098158,33,808,112599827,2
962126634,1158476,2012-11-27 23:59:20.505843,47,3577,735156623,4
987754109,34422089,2014-02-21 22:49:05.844491,11,9061,446548769,1
89059725,59291776,2008-03-29 10:04:57.709758,1,9614,724698965,2
593676635,33905485,2011-05-03 20:41:49.199044,17,3684,314407029,3
668975203,23065260,2006-12-21 08:29:00.685359,43,1296,284002444,2
170316498,97324446,2006-05-30 15:46:32.858471,46,9503,256859461,4
115017814,3370178,2010-09-21 14:13:24.682594,3,1050,40170597,1
764911515,15265049,2009-04-06 12:28:58.296532,22,369,69938218,3
375829273,25215,2009-08-28 18:22:45.109994,6,2693,237487274,2
929687685,15609630,2011-04-09 00:58:43.362960,38,8905,730077922,4
889248696,79025888,2010-02-13 02:07:45.527150,28,7253,290745048,2
14289199,57960449,2010-09-02 20:18:09.125738,40,4346,784181262,2
278025133,13545067,2006-03-08 08:47:14.212061,19,4082,574664309,3
174565499,90492330,2012-02-14 02:30:21.328375,2,8870,610099708,3
143457140,23058091,2010-11-07 01:14:30.685884,47,1049,875440835,2
356528758,87218174,2011-12-29 03:49:42.770493,40,7489,662921532,2
464782411,40516578,2014-10-02 15:51:23.455383,48,141,53762630,4
522926366,63852756,2011-10-20 23:46:03.637251,32,3199,813942106,1
311344045,12940544,2008-04-27 12:13:27.567385,43,2711,17533492,2
992839625,796929,2014-05-31 10:39:27.723477,49,8321,298280841,1
393485804,78493714,2013-06-15 04:35:09.793608,38,8719,62761577,3
951083533,42922012,2008-08-20 07:32:54.583150,4,6931,225046299,3
434306472,87635048,2015-07-09 22:22:00.261138,10,1416,797024786,2
854598723,69690005,2008-06-23 22:09:50.945300,16,5072,8365775,1
107097725,63253629,2010-01-17 20:11:28.662889,30,1838,628420002,3
134473773,44660988,2010-04-07 12:37:11.135479,48,8641,124858252,2
242785463,28076765,2013-08-13 20:52:01.175279,6,6734,206178591,4
25749932,39892843,2008-02-27 14:13:36.987584,35,752,432234771,2
86136563,34557604,2014-02-27 21:55:24.099049,31,9320,393921012,2
879704970,38985720,2007-11-20 19:12:13.578733,47,9703,750945662,2
287423257,51826264,2015-01-09 04:37:51.847557,38,6137,557637377,1
723476220,30144947,2009-03-02 12:50:29.380595,13,7300,666666548,1
34586483,17447454,2006-09-22 17:38:15.872701,48,2866,639539484,4
11575930,68801621,2013-11-13 00:42:49.712770,24,109,138701442,3
266906797,77308177,2015-01-29 17:07:11.229189,37,8509,31134412,4
523308366,96536871,2007-12-30 07:18:51.892638,8,4542,153127108,3
885129340,7700163,2006-05-13 19:15:21.264511,10,9659,658545622,1
991142088,87300519,2010-03-12 15:50:12.237854,2,706,752339237,2
720020544,91830788,2011-12-22 14:20:08.988823,7,6959,501586137,2
874332853,28987865,2010-10-03 15:03:04.083437,8,657,364124719,2
424765099,24436855,2015-12-08 02:29:37.671487,33,6225,53089174,2
783435416,83076370,2006-06-10 09:08:23.499202,8,8751,777818293,3
713854014,36049075,2014-06-03 13:55:29.814791,20,669,28421352,4
422047846,90609875,2006-05-20 16:14:55.351134,45,1292,950385964,1
570008887,65653932,2014-10-25 18:26:07.625269,5,8712,824651608,2
22378524,26180542,2013-09-05 06:12:16.660621,31,360,845709026,2
754400313,76846958,2009-04-24 12:31:12.461356,16,9889,384164567,3
539060298,79917506,2008-10-25 00:26:03.030612,1,5789,98090766,1
192152912,91841796,2014-05-11 17:30:04.829696,34,6571,518925062,1
848390906,32558025,2010-11-24 08:20:44.876479,33,6854,178575116,2
513651551,78210646,2013-05-09 06:55:49.648845,7,4222,879528423,2
663132905,25497046,2014-10-10 11:05:23.114621,45,6920,949928071,4
291251870,61896215,2006-08-05 05:30:08.754710,36,9005,170756621,4
26177525,63149152,2009-02-11 05:14:47.702754,2,5246,785737390,1
790475374,97566151,2006-10-09 02:36:44.500807,1,2063,972378173,3
385269623,58713827,2006-06-15 06:06:23.586622,25,8830,696207335,4
360391701,24190397,2008-11-02 23:30:07.433920,4,3698,161263627,3
489115216,60776169,2012-01-01 19:58:20.478847,3,9006,133864373,3
580629102,49695550,2011-06-18 01:30:07.230817,22,3690,820837700,3
777343757,70160808,2012-08-01 21:03:00.829900,34,2796,131447763,1
606948384,69255003,2010-06-10 21:03:21.777088,39,3578,671287698,3
425708498,76067518,2005-08-26 01:12:39.911916,34,9907,988016650,1
544361948,88763917,2009-07-26 02:05:55.983323,41,8936,486156274,2
98678394,58918545,2008-12-11 21:16:17.245019,40,2210,125713789,2
809890915,74107860,2009-05-10 13:55:02.058216,36,6932,380436623,2
801314479,40841841,2013-10-19 07:36:41.153253,20,3668,797534776,4
999559213,72854991,2013-09-29 01:43:50.859403,26,4743,187563187,4
673523879,9784930,2008-09-30 07:04:21.168088,8,5240,142806515,3
12330480,28087484,2012-06-27 21:48:02.802410,40,9140,195139767,4
928329665,79383469,2005-06-07 00:12:17.769587,10,3631,411337412,2
254629135,55545728,2007-06-07 07:18:59.697322,2,715,617678745,2
971610411,1465681,2008-12-06 09:59:41.313220,39,5033,720640574,3
777492708,69979995,2014-12-23 01:00:01.384280,13,4083,980638978,2
537030167,4126363,2007-06-03 12:08:14.052928,40,7635,279238424,3
789723260,55438482,2011-04-28 16:30:13.576129,29,106,409484128,4
189817844,41612994,2006-01-30 06:46:37.987673,7,3771,580316475,2
454766036,11554081,2008-10-05 16:47:46.581215,45,5364,279961522,3
547008610,48148994,2013-06-19 23:13:29.184229,21,868,575718480,4
853064596,89219886,2007-01-13 20:00:46.509012,25,966,705225927,2
160617205,40753984,2015-07-16 09:11:27.275599,11,252,810556153,2
217198926,9651838,2007-11-29 07:22:20.292456,1,5232,293230821,4
747417845,75565442,2008-05-10 22:22:31.769804,27,8872,605171811,2
524886632,9538613,2008-04-25 16:23:25.977837,24,8414,843528724,4
78109106,40198227,2008-05-05 16:01:09.352647,49,5234,175186141,2
904186737,66837117,2009-01-31 04:41:27.678870,17,5661,200241929,1
200910793,18742410,2007-06-09 14:01:52.255957,40,2839,58513677,1
4197437,61352543,2009-09-01 09:48:41.922676,29,4126,14665877,2
621308963,94041188,2014-09-14 18:02:06.180930,25,5485,685760886,4
614873134,21504592,2006-09-06 03:02:19.863841,13,9335,957937612,2
932042765,99390198,2009-11-13 08:39:40.630479,43,826,454574687,4
408721671,70194088,2007-01-05 16:35:17.135430,2,6363,986761663,2
428369839,63414767,2009-06-02 01:50:16.465406,4,5228,707595121,1
601432435,61129469,2015-07-12 12:21:41.758705,38,7443,482856722,3
113018818,47956542,2014-05-10 13:11:13.363955,6,8197,878336465,1
914264991,89645961,2009-08-09 14:03:23.217004,43,3828,984412834,1
595063171,72103753,2012-02-19 11:30:24.668760,23,7351,180322416,3
634513275,33046706,2005-10-27 13:05:23.806846,18,3921,689784025,1
994751549,55222036,2007-05-28 17:09:49.988385,36,5833,460082232,1
692226344,79860991,2014-09-26 15:40:20.221476,15,9026,19820291,3
341156160,76914538,2013-04-28 05:53:04.311620,42,6415,685820825,2
937618116,38758241,2012-06-08 02:38:44.758696,10,2620,459213157,4
180473733,23631922,2013-09-10 11:39:57.532013,42,1013,642205377,3
427930716,60815806,2015-09-14 03:34:25.812609,33,2050,709901387,4
330189358,13263669,2006-09-16 20:50:31.124271,28,3388,487987348,2
556776148,23163934,2005-09-25 04:57:19.198871,46,3870,208544787,3
418184766,84513080,2006-05-26 02:20:16.533817,8,6844,833057410,2
681174168,79766296,2005-06-10 18:15:51.532469,9,7206,68122285,2
86386702,83992113,2014-09-25 05:34:38.847161,3,8833,578786306,2
928977226,94565681,2011-10-02 17:34:16.477931,23,8326,413377406,3
272946944,91715336,2009-01-18 22:24:37.111855,45,9619,826934412,1
406738259,39356296,2012-12-06 05:34:09.573420,20,9666,198656700,1
118197913,24947425,2010-01-15 01:01:31.343995,44,6811,431114141,3
971384801,134483,2007-06-16 03:06:10.681747,24,1855,364848417,3
813448053,86412391,2014-10-19 09:39:04.791852,33,7253,7050046,4
378392836,98107223,2009-10-05 01:49:14.410509,6,4124,416472617,4
82190138,32996724,2005-05-08 17:41:12.381148,38,2766,612300848,3
737143755,79992051,2005-04-28 21:45:30.060438,11,2311,443846568,1
671560748,32655208,2015-01-04 21:24:01.724130,42,5231,304199033,1
932717763,10833013,2012-07-01 20:07:54.524660,12,3900,921831976,3
708354430,58189556,2014-09-11 20:05:10.411406,20,1723,83367332,4
857268926,52724202,2007-12-28 14:23:36.374054,23,9171,376863357,4
189852303,4971404,2005-08-07 05:32:50.306128,21,3614,432283187,1
936792090,44259645,2010-04-16 19:05:54.006426,25,8116,503894089,1
396511501,53236605,2012-05-09 16:04:14.528106,46,5451,889613477,2
222072898,80211923,2012-05-07 21:51:37.723853,9,7221,977679908,2
421423058,17929179,2012-09-14 03:53:58.304636,41,1501,331747520,3
242791580,48253378,2012-10-26 14:25:01.668843,31,6631,95505715,3
982413888,73775872,2013-10-23 07:52:49.009318,34,4601,335350428,4
502324534,85927733,2009-05-02 17:17:11.982427,31,3923,119108185,2
737844506,57471878,2005-12-24 19:03:30.002078,10,2063,54923560,2
645946049,18119897,2009-02-09 07:07:01.247403,10,7666,313014838,4
565080747,78115760,2005-07-19 17:56:33.835784,19,1754,339721328,2
555242856,21773538,2007-11-23 07:10:23.177676,33,5063,547361797,3
86105005,77138374,2008-11-02 08:58:24.213482,30,2808,753410903,2
793637327,71520677,2007-08-27 08:26:17.365522,9,6894,444903233,4
487769023,72039253,2007-06-11 15:44:14.784786,12,1781,529102188,4
271612730,27816380,2013-07-05 07:10:51.910907,35,5950,752612006,3
576373337,65731770,2006-06-11 20:07:03.598373,40,1132,238309113,2
368656938,29722285,2008-02-09 15:29:46.539999,28,6815,791899848,4
236802562,74257467,2015-03-17 01:50:05.804594,1,1824,773170005,2
193186537,28897010,2008-08-25 05:13:23.089604,7,387,223712118,3
945541923,70934227,2006-03-30 08:06:27.682348,40,3067,207910740,1
918070883,75297757,2011-01-07 14:31:21.704812,45,8434,637017187,4
514691817,55519761,2010-12-02 00:01:52.647576,15,7731,519752952,4
459626504,60237221,2006-11-15 09:38:38.585725,28,6880,235376386,4
475422193,78775474,2013-12-25 18:57:25.278095,26,161,449754464,2
829353223,89473460,2007-07-09 18:06:45.252135,29,7620,35635975,1
122615217,60099008,2008-01-01 00:26:40.415428,14,9561,516400740,4
342236356,78428364,2014-02-25 07:45:48.425636,35,3128,552853369,4
663795873,70952519,2011-06-08 00:30:48.828723,44,7310,117073715,2
154027371,76066265,2006-09-09 15:57:41.240854,20,6652,715877610,1
325645262,11660826,2009-04-04 09:16:02.727612,44,9782,278831558,3
95453214,86155886,2015-01-24 22:55:06.798303,9,7147,177120392,2
868367037,46027115,2012-04-09 04:28:04.899296,23,4454,113967770,2
759166373,99624533,2012-12-21 05:46:51.264291,40,8128,847892797,2
476461480,88437981,2011-04-28 14:24:30.349880,38,8206,281849362,2
155467263,17535743,2009-12-15 02:21:58.161640,34,9818,636864422,1
134557037,21969587,2012-05-27 09:47:22.450239,43,4024,182099236,4
301054745,80577244,2011-09-11 12:57:32.653720,23,2071,762535501,2
33403210,85443661,2005-06-20 20:24:32.645894,24,5639,835505354,4
647669400,51201678,2013-04-21 09:19:36.336568,36,9880,185295831,1
325809476,37239073,2009-11-03 05:14:40.185563,25,3637,260541125,1
571777321,81997085,2012-10-17 01:13:37.175752,22,3528,61396105,3
489695083,28597002,2012-09-19 16:32:32.560798,17,9865,214349392,3
211141233,55779930,2006-11-20 14:32:00.832288,6,3603,725877940,1
594265589,63758403,2006-08-22 17:42:31.920951,27,4114,255138062,3
826360492,22716725,2010-04-07 07:23:52.782987,16,6255,32885002,3
477316952,849849,2011-10-07 11:04:50.016337,3,8124,66758240,1
81002367,89797461,2010-08-17 00:20:44.239964,48,6306,955708170,1
487505135,19824844,2013-10-27 23:16:07.445119,10,442,239125362,2
114816653,31050269,2007-02-03 02:41:22.356733,6,9335,814119092,4
210491453,41633294,2009-09-13 20:46:02.032695,10,3788,369671990,1
343275553,40801767,2014-10-31 17:23:26.804400,38,8093,552606645,4
306091778,51071912,2012-02-03 21:29:18.483800,2,8792,485485479,4
874986776,74039249,2009-02-18 13:15:58.443264,41,1793,244827881,1
740248874,3037978,2013-06-23 03:31:43.548683,41,1007,462436932,4
902678816,70851794,2015-01-14 03:39:59.909438,27,8392,814256005,2
279382844,70715203,2014-09-19 15:36:54.218197,12,7212,550034561,1
141779568,33577065,2013-03-21 22:11:39.819190,5,1007,280033004,3
546930751,93081914,2007-12-31 20:22:05.412195,9,1628,627701714,3
403878599,89136441,2010-10-12 17:01:30.151581,34,565,194279667,2
868414198,97437129,2011-09-26 10:02:53.394313,32,4225,712299360,1
372483207,51366139,2012-03-17 12:18:58.309354,23,8605,435161964,2
631301072,43857293,2008-10-01 22:49:09.821039,14,854,980169916,3
596912997,39708338,2009-06-20 11:14:05.312108,40,4702,383384434,2
621211135,75816220,2012-07-08 05:43:01.745452,5,5551,45823689,1
270440247,38759723,2008-01-25 15:39:45.017561,7,1550,981154817,2
259642281,3663988,2007-05-07 02:06:38.939910,7,3861,534225205,1
684825795,37834885,2012-11-28 02:16:51.388743,11,7573,899893381,1
841517773,87680995,2008-06-18 01:12:17.273910,21,3844,742599079,3
501715991,23532792,2005-05-05 06:10:19.420377,7,9542,977891982,1
732798111,80070333,2007-11-10 17:55:27.341759,23,7254,32435843,3
444359869,17375099,2009-07-15 20:31:42.900491,40,5004,688672267,1
123275340,17513212,2011-03-30 02:56:58.875333,33,233,929134611,1
349611049,90502050,2006-08-03 04:33:58.677912,44,6136,149787980,1
59292681,44994819,2005-05-29 02:22:25.428778,32,3749,399313183,1
999487373,70416442,2015-02-04 12:12:09.412039,3,5975,383990575,3
647564023,55845374,2009-08-28 14:33:42.573111,30,1349,78539682,2
334388272,98163764,2005-02-22 22:48:34.125157,17,3883,488456270,3
103400335,15975835,2012-07-03 05:48:22.525015,25,1405,746843557,3
233888641,81752136,2006-02-22 12:57:37.861125,19,4965,294227831,2
1776659,51277886,2011-12-30 03:28:05.632921,22,3008,92041732,1
543404980,47983556,2007-12-26 22:19:01.604001,31,5701,143053173,3
784957066,37342201,2008-08-12 02:41:06.868221,45,3692,278630312,4
237286987,47895994,2011-03-30 16:19:31.723091,9,3065,639428486,4
247926165,77851231,2007-03-08 21:42:00.572565,42,767,660740461,2
56845310,6689833,2010-03-06 20:02:21.405669,10,1031,614395579,1
668155537,56979869,2014-09-05 23:54:03.555207,3,7736,537739439,4
420514124,96263005,2007-03-18 02:53:59.536797,1,6495,302743436,4
561542668,51123701,2005-10-23 11:41:09.959257,9,855,47980543,2
799924904,60584020,2007-03-18 21:46:08.933562,27,373,499423158,4
40270422,3087278,2012-04-20 02:52:11.674219,26,6742,483161209,3
714999,29613002,2005-03-05 16:10:12.854963,4,5852,843770900,4
533289356,96320903,2012-10-28 07:51:12.068094,43,8475,329918359,1
852592337,66453919,2010-11-30 14:56:53.107574,19,8339,559858510,3
163665345,46259484,2014-12-28 05:31:08.617124,48,6102,120002399,1
97175653,99244669,2015-01-10 05:39:22.759076,46,6797,105435285,2
675108661,2349584,2009-05-10 22:18:19.732400,8,413,918062279,2
873364695,24815956,2009-11-27 09:50:26.124718,28,7574,150947015,1
698873561,34712827,2012-11-01 17:49:32.105123,48,3135,345004429,2
833397592,72971215,2009-11-25 05:39:48.191356,34,509,225412794,3
694729733,24968570,2010-01-08 18:51:08.922649,24,6028,16869490,3
678499028,88801792,2010-05-23 10:26:25.470421,24,4705,287022143,1
866098297,57364580,2014-03-06 19:19:32.599621,26,2617,722266693,2
423525115,54590937,2013-10-24 18:45:29.362113,1,6323,692497241,2
751105665,92673529,2012-12-01 08:44:24.538056,35,4947,857213303,1
369620351,26755054,2009-07-26 23:59:24.015724,13,2890,107209676,1
745402300,59109942,2015-09-06 21:49:20.649479,12,9109,660628740,4
259094124,13214848,2007-09-05 08:33:56.579051,8,2882,709845173,1
952322031,8146133,2014-04-13 13:27:40.603536,1,9129,282843638,4
135492444,46225101,2006-03-17 07:08:37.564770,41,2561,307433273,4
308539872,52752563,2007-06-21 23:01:28.526241,47,5582,208344839,3
735823737,57109763,2008-06-14 03:18:29.138078,42,4831,218679953,2
711538170,11840974,2012-02-26 02:43:30.885082,5,8367,166973787,2
402159315,79961497,2007-02-27 21:19:47.418812,23,3101,875500062,2
314259724,31632802,2006-11-19 20:41:39.795504,16,3168,639108794,2
950766772,95832205,2009-01-28 09:13:19.220779,49,1884,99417768,2
534244376,72548211,2005-11-21 23:12:08.214419,20,1967,101163261,3
513102213,64291643,2008-05-07 12:31:40.500524,10,7493,817320861,2
510988562,16517020,2013-02-19 10:27:41.015954,9,1675,361705594,4
783549561,79987740,2014-11-26 00:52:08.411010,21,5898,785572533,1
342015866,29824105,2010-02-19 01:46:08.809391,41,8926,72138520,2
74854514,71835488,2009-06-22 13:58:03.978193,6,6487,173563473,4
534884092,67138751,2006-09-08 09:32:57.671896,37,3253,107784236,3
58567344,36894843,2008-05-07 04:35:33.555308,13,6189,916583777,1
277977536,48305880,2014-12-21 21:19:48.818687,38,7022,255157391,2
354740298,26672139,2008-06-19 03:13:43.753885,15,2834,943249125,3
317362046,49618071,2014-03-15 22:03:54.849302,44,9995,963433684,1
965918498,23706759,2011-11-13 03:34:58.689610,47,5096,761172053,1
744028097,9766677,2008-07-17 22:29:50.299090,43,7755,58718434,3
842430511,43736275,2014-03-01 23:07:46.787738,26,955,155362938,2
29019523,96366097,2015-03-01 17:44:04.026951,22,1467,755605598,2
577991002,10561504,2008-01-24 16:05:18.298023,13,3327,691522108,4
400530970,54891877,2009-02-16 01:52:40.707616,33,9472,896504329,2
115837720,63926636,2013-06-17 23:16:20.478925,17,8908,373304402,4
328093941,95347300,2015-02-27 09:32:23.798021,32,7330,287234681,1
905939691,59073712,2010-08-22 10:44:29.634321,43,9051,448643516,3
44508675,75559517,2012-12-18 02:46:38.963894,16,7173,513061902,3
883105391,32705159,2009-09-08 18:42:27.667695,40,1834,723357520,4
611662667,557767,2012-12-10 15:36:28.058092,25,4725,259665051,1
113536304,62031864,2006-07-15 11:50:32.751527,26,4291,221264870,4
532636636,21848113,2012-08-19 14:49:02.759741,36,6874,696270273,1
642902939,35045196,2013-05-30 19:30:26.594577,13,546,20056098,1
110905539,53892554,2011-05-30 01:02:17.976385,29,9449,586046345,2
943780334,28033067,2010-09-03 05:52:58.071703,43,9276,43828254,3
158817841,18628186,2015-07-18 01:47:24.385481,28,8416,569766661,1
20955330,1868572,2008-04-18 10:24:03.898167,17,7140,831857313,2
437631670,67415745,2012-10-03 05:38:21.233209,11,2056,599835918,2
254435928,79503988,2011-03-05 06:36:13.692575,27,7437,173456865,2
478943461,91485312,2009-12-05 18:08:39.905493,26,7647,549598047,3
257832480,71424078,2011-08-07 11:03:43.507000,24,5103,282074134,2
213652496,47538466,2008-11-18 23:40:50.246113,20,8709,533920698,3
796704375,89475563,2011-10-28 00:22:14.783182,46,568,175282241,1
202508108,85244512,2011-12-28 08:01:11.731171,49,6044,594484754,2
366270804,11474281,2012-05-26 13:17:32.612286,4,5188,496548200,3
462303143,52281335,2013-10-28 21:30:44.518095,5,993,193416739,3
462987459,89009933,2009-07-23 05:58:23.565894,32,7402,154650357,3
721599620,73364956,2015-01-30 15:25:24.359515,16,2918,295761139,4
183612657,94412667,2009-08-29 00:04:03.868710,35,5306,480381003,3
259222083,91326930,2010-10-23 02:11:55.711939,36,1045,678267741,1
442704716,38934524,2013-06-08 22:47:07.443983,11,3421,6007535,4
961616190,63574176,2010-03-01 00:41:49.042667,10,5774,737717276,3
976771150,63381932,2015-07-23 03:50:14.366372,31,1875,406148553,4
310585137,91985712,2011-01-18 14:27:37.072372,43,8199,571928671,1
911056579,16480486,2014-12-21 19:44:21.087037,12,1114,43642909,3
129864276,20728993,2010-06-25 12:21:00.493189,14,164,42044165,3
203730493,789838,2014-05-25 20:34:32.490722,16,1654,417503133,3
259678842,34242001,2011-10-05 18:54:02.623132,16,5384,63958009,3
160550562,60679114,2012-05-25 15:09:52.898895,1,7113,526060171,4
288447381,68406638,2014-08-08 13:44:50.982248,16,4287,166097244,4
792118145,25985205,2011-05-16 04:33:08.458152,13,5421,473019336,2
541831272,67943657,2013-04-18 14:02:22.498457,24,8186,928596611,1
341886109,22490780,2008-07-20 01:50:58.193473,27,1671,362535863,3
934404934,93972956,2014-12-23 17:38:56.157928,12,1252,543205217,2
669833178,3360325,2005-12-11 03:00:35.420038,46,454,467258687,4
567785831,43367656,2009-06-18 10:25:13.172925,36,4039,859982833,1
30463346,67953743,2006-01-09 03:54:50.570740,13,9080,57206356,3
924215037,70636217,2012-05-03 15:26:34.909873,32,4507,605695484,4
210598499,70380654,2007-04-24 20:05:35.122574,6,4119,837750096,4
108754125,26857341,2010-09-07 02:22:17.957597,23,4308,46170725,3
53773893,7897530,2009-05-31 03:25:22.659356,1,391,188251900,2
507004102,52484232,2006-07-22 15:28:14.722926,42,3563,41550711,1
729778692,68082461,2007-10-18 21:45:21.766790,19,3839,631957727,2
400183881,95781145,2005-05-28 22:07:19.612656,24,9120,933329331,4
20682816,31158897,2009-07-01 17:59:35.914431,29,2475,251048733,2
361322547,69254252,2013-04-17 21:17:06.726778,45,8638,172375758,3
241298966,43296008,2005-04-10 16:15:37.446551,35,3333,467660013,1
801871517,90718365,2014-10-05 13:31:38.302293,45,6975,981846719,3
121240503,89097887,2010-02-01 03:05:06.581077,1,8164,621383035,2
649981431,2255646,2014-07-05 18:12:29.218172,25,1583,165760851,1
610004158,21008104,2014-06-26 20:48:00.446613,25,3768,102078153,2
514041658,70469297,2011-11-09 21:08:35.009908,8,8473,565306373,3
736966423,92233474,2013-11-09 00:02:54.943840,35,1146,422695948,2
537554010,6754005,2009-09-12 03:50:19.113469,46,2068,933358614,3
855382989,37345365,2006-01-21 11:21:11.867864,45,8005,364180663,1
218771885,53168107,2011-04-15 12:21:42.401527,45,3100,43741398,4
